OrderID,OrderDate,CustomerID,ProductID,Quantity,DiscountRate,UnitCost,ListPrice,Category,GrossSales,DiscountValue,NetSales,COGS,ShippingCost,PaymentCost
O508469,2025-10-10,C11045,P2062,1,0.25,69.71,151.88,Beauty,151.88,37.97,113.91,69.71,5.67,3.61
O508470,2026-03-30,C10290,P2005,3,0.15,21.42,39.38,Sports,118.14,17.72,100.42,64.26,4.91,3.02
O508471,2025-09-03,C10659,P2046,1,0.0,41.9,79.58,Sports,79.58,0.0,79.58,41.9,5.76,2.36
O508472,2025-01-25,C10828,P2021,1,0.05,75.19,147.18,Electronics,147.18,7.36,139.82,75.19,7.72,2.82
O508473,2025-09-09,C10410,P2056,1,0.0,12.18,29.13,Home,29.13,0.0,29.13,12.18,6.49,0.66
O508474,2025-05-15,C10199,P2040,2,0.1,46.24,112.16,Electronics,224.32,22.43,201.89,92.48,6.74,4.33
O508475,2025-01-02,C11033,P2002,1,0.15,36.16,61.12,Beauty,61.12,9.17,51.95,36.16,6.7,1.45
O508476,2025-09-08,C10352,P2029,3,0.2,30.95,55.54,Apparel,166.62,33.32,133.3,92.85,5.6,2.57
O508477,2026-02-11,C10594,P2018,2,0.15,23.1,60.58,Apparel,121.16,18.17,102.99,46.2,4.85,2.22
O508478,2026-05-13,C10406,P2073,3,0.1,103.53,278.8,Apparel,836.4,83.64,752.76,310.59,4.4,17.9
O508479,2026-02-25,C10181,P2035,2,0.2,33.04,85.13,Beauty,170.26,34.05,136.21,66.08,2.5,3.35
O508480,2025-07-22,C10300,P2071,1,0.0,72.34,202.22,Beauty,202.22,0.0,202.22,72.34,3.09,5.07
O508481,2026-05-03,C10054,P2047,3,0.0,23.95,36.37,Sports,109.11,0.0,109.11,71.85,4.01,2.51
O508482,2026-02-02,C10597,P2038,1,0.25,61.98,100.85,Sports,100.85,25.21,75.64,61.98,3.03,2.3
O508483,2025-09-23,C11093,P2036,3,0.0,79.57,186.92,Apparel,560.76,0.0,560.76,238.71,2.89,16.64
O508484,2025-06-28,C11030,P2033,3,0.05,102.58,280.83,Apparel,842.49,42.12,800.37,307.74,2.5,21.88
O508485,2025-11-04,C11178,P2043,1,0.0,34.43,56.92,Electronics,56.92,0.0,56.92,34.43,5.09,1.56
O508486,2026-02-27,C10051,P2025,1,0.15,59.62,149.3,Electronics,149.3,22.4,126.91,59.62,4.74,3.93
O508487,2025-04-04,C11089,P2012,1,0.2,91.5,250.58,Home,250.58,50.12,200.46,91.5,4.9,3.68
O508488,2026-06-20,C10314,P2006,1,0.15,90.83,200.16,Electronics,200.16,30.02,170.14,90.83,4.33,5.19
O508489,2026-01-06,C10264,P2020,1,0.0,96.28,147.84,Home,147.84,0.0,147.84,96.28,4.28,3.4
O508490,2025-01-29,C10459,P2060,2,0.1,91.93,225.41,Sports,450.82,45.08,405.74,183.86,5.39,12.13
O508491,2026-01-19,C10386,P2047,1,0.05,23.95,36.37,Sports,36.37,1.82,34.55,23.95,3.72,0.93
O508492,2025-01-24,C10738,P2064,1,0.15,92.82,194.3,Sports,194.3,29.14,165.16,92.82,6.0,3.36
O508493,2025-02-28,C10901,P2029,2,0.15,30.95,55.54,Apparel,111.08,16.66,94.42,61.9,4.69,2.51
O508494,2026-06-12,C10963,P2005,1,0.1,21.42,39.38,Sports,39.38,3.94,35.44,21.42,4.87,0.99
O508495,2025-12-09,C10592,P2031,1,0.1,54.53,117.07,Sports,117.07,11.71,105.36,54.53,7.63,2.98
O508496,2025-10-21,C10950,P2013,1,0.05,14.91,32.18,Beauty,32.18,1.61,30.57,14.91,2.77,0.96
O508497,2025-12-18,C10577,P2053,2,0.05,95.73,175.96,Electronics,351.92,17.6,334.32,191.46,6.13,7.51
O508498,2026-01-21,C10816,P2038,1,0.0,61.98,100.85,Sports,100.85,0.0,100.85,61.98,7.22,3.17
O508499,2025-12-16,C10255,P2078,1,0.1,80.99,151.9,Beauty,151.9,15.19,136.71,80.99,3.81,4.33
O508500,2025-04-12,C10002,P2026,1,0.1,25.88,63.53,Beauty,63.53,6.35,57.18,25.88,4.56,1.61
O508501,2026-04-21,C10421,P2038,1,0.05,61.98,100.85,Sports,100.85,5.04,95.81,61.98,5.64,2.55
O508502,2025-11-26,C11038,P2013,2,0.0,14.91,32.18,Beauty,64.36,0.0,64.36,29.82,5.51,1.76
O508503,2025-08-03,C10238,P2070,2,0.15,80.41,185.88,Sports,371.76,55.76,316.0,160.82,6.07,9.64
O508504,2025-04-16,C10594,P2052,2,0.1,85.13,212.17,Beauty,424.34,42.43,381.91,170.26,5.5,11.64
O508505,2025-06-26,C11174,P2071,1,0.05,72.34,202.22,Beauty,202.22,10.11,192.11,72.34,4.73,5.61
O508506,2025-12-12,C11135,P2070,1,0.1,80.41,185.88,Sports,185.88,18.59,167.29,80.41,5.4,3.72
O508507,2025-03-21,C11109,P2042,1,0.15,21.36,43.17,Sports,43.17,6.48,36.69,21.36,5.29,1.15
O508508,2026-04-23,C10524,P2074,1,0.05,60.53,130.38,Sports,130.38,6.52,123.86,60.53,6.66,2.94
O508509,2025-07-26,C10629,P2017,2,0.0,42.64,69.06,Apparel,138.12,0.0,138.12,85.28,2.56,2.83
O508510,2025-02-18,C10539,P2037,2,0.1,19.43,42.14,Home,84.28,8.43,75.85,38.86,4.46,1.56
O508511,2025-07-02,C10055,P2069,1,0.05,90.63,175.87,Apparel,175.87,8.79,167.08,90.63,2.99,3.8
O508512,2025-07-18,C10020,P2039,2,0.2,88.55,225.55,Beauty,451.1,90.22,360.88,177.1,5.62,8.2
O508513,2025-11-03,C10062,P2072,2,0.15,85.85,152.66,Sports,305.32,45.8,259.52,171.7,2.5,6.37
O508514,2025-02-23,C10860,P2042,3,0.1,21.36,43.17,Sports,129.51,12.95,116.56,64.08,2.7,3.12
O508515,2025-09-27,C10288,P2050,1,0.1,47.62,83.27,Beauty,83.27,8.33,74.94,47.62,3.49,1.96
O508516,2026-01-30,C10915,P2051,2,0.15,21.09,56.25,Home,112.5,16.88,95.62,42.18,6.21,2.55
O508517,2025-08-29,C10384,P2058,3,0.0,56.31,124.87,Electronics,374.61,0.0,374.61,168.93,9.72,11.3
O508518,2025-09-20,C10266,P2065,1,0.05,74.22,160.54,Electronics,160.54,8.03,152.51,74.22,4.41,4.28
O508519,2026-03-10,C10160,P2044,1,0.1,96.39,166.51,Electronics,166.51,16.65,149.86,96.39,5.72,3.38
O508520,2025-12-23,C11145,P2070,2,0.0,80.41,185.88,Sports,371.76,0.0,371.76,160.82,7.23,11.87
O508521,2025-02-24,C10239,P2035,3,0.0,33.04,85.13,Beauty,255.39,0.0,255.39,99.12,8.02,6.99
O508522,2026-02-06,C11065,P2006,2,0.15,90.83,200.16,Electronics,400.32,60.05,340.27,181.66,3.29,7.32
O508523,2025-08-13,C10648,P2075,1,0.0,49.49,125.61,Electronics,125.61,0.0,125.61,49.49,3.41,2.81
O508524,2025-12-12,C10028,P2070,1,0.0,80.41,185.88,Sports,185.88,0.0,185.88,80.41,5.93,4.07
O508525,2025-08-06,C11136,P2034,1,0.05,84.74,206.91,Electronics,206.91,10.35,196.56,84.74,4.72,5.37
O508526,2025-01-12,C10273,P2054,2,0.15,19.42,50.24,Beauty,100.48,15.07,85.41,38.84,6.18,2.65
O508527,2025-01-14,C10451,P2069,3,0.05,90.63,175.87,Apparel,527.61,26.38,501.23,271.89,4.88,11.76
O508528,2026-06-23,C10830,P2025,1,0.1,59.62,149.3,Electronics,149.3,14.93,134.37,59.62,3.81,4.07
O508529,2025-11-24,C11173,P2077,1,0.1,99.36,190.12,Apparel,190.12,19.01,171.11,99.36,5.59,3.97
O508530,2025-04-07,C10286,P2059,2,0.1,74.58,192.13,Electronics,384.26,38.43,345.83,149.16,4.17,10.83
O508531,2026-02-04,C10897,P2078,1,0.1,80.99,151.9,Beauty,151.9,15.19,136.71,80.99,7.57,3.88
O508532,2025-03-09,C10713,P2075,1,0.05,49.49,125.61,Electronics,125.61,6.28,119.33,49.49,4.12,2.74
O508533,2025-09-10,C10450,P2050,1,0.0,47.62,83.27,Beauty,83.27,0.0,83.27,47.62,7.06,2.18
O508534,2025-01-28,C10072,P2049,1,0.25,75.64,173.14,Apparel,173.14,43.28,129.85,75.64,5.01,2.73
O508535,2026-03-11,C10603,P2068,1,0.1,54.46,128.05,Home,128.05,12.81,115.24,54.46,3.37,2.51
O508536,2026-04-25,C10166,P2019,1,0.1,28.46,61.03,Sports,61.03,6.1,54.93,28.46,5.74,1.34
O508537,2025-10-22,C10561,P2004,2,0.05,82.13,229.05,Sports,458.1,22.9,435.2,164.26,4.82,11.82
O508538,2025-02-08,C10749,P2036,1,0.05,79.57,186.92,Apparel,186.92,9.35,177.57,79.57,4.08,4.82
O508539,2025-10-24,C11111,P2070,1,0.0,80.41,185.88,Sports,185.88,0.0,185.88,80.41,2.74,4.99
O508540,2025-05-21,C10256,P2066,3,0.1,21.23,45.94,Beauty,137.82,13.78,124.04,63.69,6.6,2.6
O508541,2026-05-11,C10723,P2062,2,0.05,69.71,151.88,Beauty,303.76,15.19,288.57,139.42,4.27,6.52
O508542,2026-06-02,C10399,P2036,2,0.1,79.57,186.92,Apparel,373.84,37.38,336.46,159.14,3.69,8.89
O508543,2026-02-20,C10331,P2009,1,0.0,89.03,195.13,Home,195.13,0.0,195.13,89.03,5.06,5.62
O508544,2025-02-10,C10549,P2039,2,0.2,88.55,225.55,Beauty,451.1,90.22,360.88,177.1,5.23,10.45
O508545,2026-02-08,C10545,P2009,1,0.1,89.03,195.13,Home,195.13,19.51,175.62,89.03,5.52,3.76
O508546,2025-02-22,C10655,P2002,1,0.1,36.16,61.12,Beauty,61.12,6.11,55.01,36.16,4.84,1.31
O508547,2026-05-28,C10944,P2031,2,0.1,54.53,117.07,Sports,234.14,23.41,210.73,109.06,5.19,5.77
O508548,2026-02-08,C10271,P2014,1,0.0,105.6,279.48,Beauty,279.48,0.0,279.48,105.6,5.36,7.71
O508549,2026-03-12,C10803,P2057,1,0.0,24.55,53.8,Beauty,53.8,0.0,53.8,24.55,5.66,1.64
O508550,2025-05-23,C11006,P2033,1,0.0,102.58,280.83,Apparel,280.83,0.0,280.83,102.58,5.95,8.81
O508551,2026-01-04,C11124,P2013,2,0.1,14.91,32.18,Beauty,64.36,6.44,57.92,29.82,5.22,1.81
O508552,2025-12-13,C11062,P2058,3,0.1,56.31,124.87,Electronics,374.61,37.46,337.15,168.93,4.6,8.87
O508553,2025-04-30,C10906,P2041,2,0.15,53.15,104.66,Apparel,209.32,31.4,177.92,106.3,2.5,5.66
O508554,2025-02-02,C11136,P2057,1,0.05,24.55,53.8,Beauty,53.8,2.69,51.11,24.55,4.79,1.6
O508555,2025-07-22,C11180,P2043,2,0.05,34.43,56.92,Electronics,113.84,5.69,108.15,68.86,4.98,2.32
O508556,2025-05-06,C10260,P2078,1,0.05,80.99,151.9,Beauty,151.9,7.6,144.3,80.99,3.66,4.24
O508557,2025-10-14,C11161,P2074,2,0.05,60.53,130.38,Sports,260.76,13.04,247.72,121.06,5.33,5.87
O508558,2025-10-29,C10384,P2025,1,0.0,59.62,149.3,Electronics,149.3,0.0,149.3,59.62,3.46,4.3
O508559,2025-03-08,C10268,P2052,1,0.0,85.13,212.17,Beauty,212.17,0.0,212.17,85.13,4.84,4.89
O508560,2026-02-08,C10608,P2045,3,0.0,54.87,109.92,Sports,329.76,0.0,329.76,164.61,5.12,8.21
O508561,2025-03-02,C10200,P2021,3,0.1,75.19,147.18,Electronics,441.54,44.15,397.39,225.57,5.69,8.94
O508562,2025-09-03,C10107,P2007,2,0.15,81.19,138.2,Apparel,276.4,41.46,234.94,162.38,4.9,6.56
O508563,2025-10-14,C11020,P2043,3,0.0,34.43,56.92,Electronics,170.76,0.0,170.76,103.29,4.78,3.4
O508564,2025-05-04,C10240,P2008,1,0.1,64.11,126.24,Beauty,126.24,12.62,113.62,64.11,5.6,3.63
O508565,2026-04-09,C11181,P2031,3,0.0,54.53,117.07,Sports,351.21,0.0,351.21,163.59,3.65,11.02
O508566,2025-08-20,C10078,P2075,1,0.1,49.49,125.61,Electronics,125.61,12.56,113.05,49.49,3.97,2.65
O508567,2026-04-02,C10466,P2038,2,0.05,61.98,100.85,Sports,201.7,10.09,191.61,123.96,6.78,3.67
O508568,2025-10-08,C10432,P2032,2,0.05,83.59,176.17,Apparel,352.34,17.62,334.72,167.18,5.62,7.88
O508569,2025-01-27,C10054,P2075,2,0.05,49.49,125.61,Electronics,251.22,12.56,238.66,98.98,4.21,7.59
O508570,2026-03-11,C10455,P2005,2,0.0,21.42,39.38,Sports,78.76,0.0,78.76,42.84,2.98,2.35
O508571,2025-06-25,C11127,P2033,1,0.1,102.58,280.83,Apparel,280.83,28.08,252.75,102.58,7.31,5.03
O508572,2025-01-12,C10404,P2046,1,0.15,41.9,79.58,Sports,79.58,11.94,67.64,41.9,4.33,1.5
O508573,2025-04-02,C11128,P2028,2,0.1,49.21,76.08,Beauty,152.16,15.22,136.94,98.42,3.11,3.54
O508574,2025-07-19,C10153,P2043,2,0.0,34.43,56.92,Electronics,113.84,0.0,113.84,68.86,5.53,2.67
O508575,2025-11-24,C11024,P2076,2,0.0,94.33,153.36,Apparel,306.72,0.0,306.72,188.66,8.4,8.06
O508576,2025-07-02,C11168,P2077,1,0.2,99.36,190.12,Apparel,190.12,38.02,152.1,99.36,8.43,3.69
O508577,2026-06-22,C10603,P2036,2,0.25,79.57,186.92,Apparel,373.84,93.46,280.38,159.14,5.19,8.01
O508578,2026-03-12,C10740,P2033,1,0.2,102.58,280.83,Apparel,280.83,56.17,224.66,102.58,6.42,5.49
O508579,2025-11-18,C10429,P2002,3,0.1,36.16,61.12,Beauty,183.36,18.34,165.02,108.48,4.22,3.96
O508580,2025-05-06,C11095,P2051,1,0.2,21.09,56.25,Home,56.25,11.25,45.0,21.09,5.04,1.02
O508581,2025-01-18,C10227,P2012,1,0.05,91.5,250.58,Home,250.58,12.53,238.05,91.5,4.21,5.6
O508582,2025-06-29,C10949,P2012,3,0.2,91.5,250.58,Home,751.74,150.35,601.39,274.5,4.07,11.63
O508583,2026-01-10,C10189,P2036,1,0.0,79.57,186.92,Apparel,186.92,0.0,186.92,79.57,5.37,3.89
O508584,2025-08-15,C10007,P2048,3,0.15,26.01,65.12,Home,195.36,29.3,166.06,78.03,2.6,3.78
O508585,2026-02-23,C10065,P2037,2,0.1,19.43,42.14,Home,84.28,8.43,75.85,38.86,8.53,1.78
O508586,2026-04-05,C10005,P2000,2,0.0,20.01,46.3,Beauty,92.6,0.0,92.6,40.02,5.76,1.97
O508587,2025-05-06,C11085,P2073,2,0.2,103.53,278.8,Apparel,557.6,111.52,446.08,207.06,4.16,13.1
O508588,2025-03-05,C10958,P2033,3,0.15,102.58,280.83,Apparel,842.49,126.37,716.12,307.74,3.79,14.45
O508589,2025-11-15,C10526,P2038,2,0.05,61.98,100.85,Sports,201.7,10.09,191.61,123.96,5.88,4.88
O508590,2025-07-09,C10413,P2044,1,0.1,96.39,166.51,Electronics,166.51,16.65,149.86,96.39,5.82,4.61
O508591,2026-01-22,C10998,P2039,2,0.1,88.55,225.55,Beauty,451.1,45.11,405.99,177.1,3.7,10.41
O508592,2025-09-24,C10695,P2072,2,0.2,85.85,152.66,Sports,305.32,61.06,244.26,171.7,3.99,7.12
O508593,2025-06-08,C10122,P2073,2,0.0,103.53,278.8,Apparel,557.6,0.0,557.6,207.06,4.32,11.36
O508594,2025-01-10,C10257,P2069,2,0.2,90.63,175.87,Apparel,351.74,70.35,281.39,181.26,4.09,6.13
O508595,2025-12-31,C10058,P2004,3,0.1,82.13,229.05,Sports,687.15,68.72,618.44,246.39,7.19,14.96
O508596,2025-10-10,C10773,P2023,1,0.0,99.43,207.17,Apparel,207.17,0.0,207.17,99.43,7.51,6.23
O508597,2025-04-05,C10472,P2059,2,0.0,74.58,192.13,Electronics,384.26,0.0,384.26,149.16,5.98,8.71
O508598,2026-04-10,C10755,P2052,2,0.1,85.13,212.17,Beauty,424.34,42.43,381.91,170.26,3.43,9.07
O508599,2026-01-29,C10909,P2058,1,0.05,56.31,124.87,Electronics,124.87,6.24,118.63,56.31,5.12,2.98
O508600,2025-04-23,C10544,P2015,3,0.2,32.67,56.68,Home,170.04,34.01,136.03,98.01,6.94,3.54
O508601,2026-04-04,C10696,P2062,2,0.1,69.71,151.88,Beauty,303.76,30.38,273.38,139.42,3.86,8.64
O508602,2026-03-26,C10045,P2035,2,0.1,33.04,85.13,Beauty,170.26,17.03,153.23,66.08,6.53,3.74
O508603,2025-07-01,C10695,P2009,3,0.1,89.03,195.13,Home,585.39,58.54,526.85,267.09,6.5,13.12
O508604,2025-06-24,C10968,P2026,1,0.15,25.88,63.53,Beauty,63.53,9.53,54.0,25.88,3.19,1.15
O508605,2025-06-10,C10406,P2079,1,0.15,76.11,150.73,Apparel,150.73,22.61,128.12,76.11,7.0,3.58
O508606,2025-03-04,C11000,P2022,3,0.05,39.69,79.46,Beauty,238.38,11.92,226.46,119.07,5.96,6.17
O508607,2025-05-10,C10305,P2033,2,0.0,102.58,280.83,Apparel,561.66,0.0,561.66,205.16,5.63,13.47
O508608,2025-08-14,C10487,P2030,1,0.0,81.44,160.67,Electronics,160.67,0.0,160.67,81.44,4.59,4.67
O508609,2026-05-05,C11054,P2019,3,0.2,28.46,61.03,Sports,183.09,36.62,146.47,85.38,4.43,3.44
O508610,2025-09-03,C10879,P2031,3,0.05,54.53,117.07,Sports,351.21,17.56,333.65,163.59,5.74,7.88
O508611,2025-08-09,C10901,P2062,1,0.1,69.71,151.88,Beauty,151.88,15.19,136.69,69.71,4.96,2.81
O508612,2025-01-31,C10886,P2066,1,0.1,21.23,45.94,Beauty,45.94,4.59,41.35,21.23,2.62,0.96
O508613,2025-12-03,C10525,P2068,3,0.1,54.46,128.05,Home,384.15,38.42,345.74,163.38,3.98,8.14
O508614,2025-05-29,C10505,P2045,1,0.15,54.87,109.92,Sports,109.92,16.49,93.43,54.87,3.94,1.99
O508615,2025-08-16,C10746,P2063,1,0.1,107.79,241.07,Sports,241.07,24.11,216.96,107.79,3.76,6.87
O508616,2026-06-24,C10373,P2058,1,0.0,56.31,124.87,Electronics,124.87,0.0,124.87,56.31,2.5,3.67
O508617,2026-04-04,C11040,P2019,2,0.2,28.46,61.03,Sports,122.06,24.41,97.65,56.92,2.51,2.61
O508618,2026-02-25,C11099,P2066,1,0.0,21.23,45.94,Beauty,45.94,0.0,45.94,21.23,5.67,0.9
O508619,2026-02-13,C10183,P2008,3,0.1,64.11,126.24,Beauty,378.72,37.87,340.85,192.33,4.66,6.59
O508620,2025-08-24,C10107,P2036,3,0.1,79.57,186.92,Apparel,560.76,56.08,504.68,238.71,6.24,13.23
O508621,2025-01-18,C10125,P2035,1,0.0,33.04,85.13,Beauty,85.13,0.0,85.13,33.04,5.78,1.7
O508622,2025-03-09,C10059,P2010,2,0.25,105.58,212.84,Electronics,425.68,106.42,319.26,211.16,4.56,9.44
O508623,2026-05-01,C10046,P2055,3,0.05,14.94,29.55,Sports,88.65,4.43,84.22,44.82,6.15,2.28
O508624,2026-02-08,C10691,P2033,3,0.0,102.58,280.83,Apparel,842.49,0.0,842.49,307.74,3.09,21.01
O508625,2026-05-24,C10989,P2033,3,0.0,102.58,280.83,Apparel,842.49,0.0,842.49,307.74,5.36,15.39
O508626,2026-04-20,C10879,P2067,3,0.1,89.48,177.38,Sports,532.14,53.21,478.93,268.44,6.4,11.25
O508627,2025-07-05,C10861,P2039,1,0.1,88.55,225.55,Beauty,225.55,22.56,203.0,88.55,6.61,4.42
O508628,2026-03-22,C11193,P2077,3,0.1,99.36,190.12,Apparel,570.36,57.04,513.32,298.08,5.26,13.01
O508629,2025-03-05,C10478,P2008,3,0.05,64.11,126.24,Beauty,378.72,18.94,359.78,192.33,5.11,10.36
O508630,2025-10-04,C10537,P2022,2,0.1,39.69,79.46,Beauty,158.92,15.89,143.03,79.38,6.39,4.08
O508631,2025-08-27,C10709,P2069,1,0.1,90.63,175.87,Apparel,175.87,17.59,158.28,90.63,4.69,4.22
O508632,2026-06-17,C10490,P2009,1,0.0,89.03,195.13,Home,195.13,0.0,195.13,89.03,5.82,5.95
O508633,2025-12-24,C10455,P2009,2,0.1,89.03,195.13,Home,390.26,39.03,351.23,178.06,5.51,7.35
O508634,2025-12-20,C10805,P2050,1,0.1,47.62,83.27,Beauty,83.27,8.33,74.94,47.62,5.84,2.06
O508635,2025-10-19,C10323,P2067,1,0.25,89.48,177.38,Sports,177.38,44.34,133.04,89.48,2.5,3.76
O508636,2025-02-10,C10905,P2005,2,0.05,21.42,39.38,Sports,78.76,3.94,74.82,42.84,4.8,2.18
O508637,2026-02-07,C10006,P2069,1,0.1,90.63,175.87,Apparel,175.87,17.59,158.28,90.63,6.45,4.86
O508638,2025-01-02,C10577,P2020,1,0.15,96.28,147.84,Home,147.84,22.18,125.66,96.28,2.5,3.51
O508639,2025-04-22,C10644,P2076,2,0.25,94.33,153.36,Apparel,306.72,76.68,230.04,188.66,5.97,4.31
O508640,2025-04-27,C10056,P2068,1,0.0,54.46,128.05,Home,128.05,0.0,128.05,54.46,5.28,3.41
O508641,2025-05-11,C11064,P2073,1,0.15,103.53,278.8,Apparel,278.8,41.82,236.98,103.53,3.59,6.77
O508642,2026-01-27,C10932,P2018,2,0.1,23.1,60.58,Apparel,121.16,12.12,109.04,46.2,9.6,2.28
O508643,2025-03-27,C10914,P2003,1,0.05,103.86,246.21,Sports,246.21,12.31,233.9,103.86,2.5,6.17
O508644,2026-05-31,C10558,P2069,2,0.0,90.63,175.87,Apparel,351.74,0.0,351.74,181.26,5.01,10.26
O508645,2025-12-10,C10078,P2056,2,0.0,12.18,29.13,Home,58.26,0.0,58.26,24.36,6.13,1.78
O508646,2025-09-25,C10007,P2068,2,0.05,54.46,128.05,Home,256.1,12.81,243.3,108.92,6.17,7.45
O508647,2026-02-16,C10496,P2014,1,0.15,105.6,279.48,Beauty,279.48,41.92,237.56,105.6,3.61,5.79
O508648,2025-07-21,C10365,P2006,2,0.2,90.83,200.16,Electronics,400.32,80.06,320.26,181.66,2.82,8.84
O508649,2025-11-19,C10256,P2072,2,0.1,85.85,152.66,Sports,305.32,30.53,274.79,171.7,5.77,5.2
O508650,2026-02-15,C11098,P2058,2,0.1,56.31,124.87,Electronics,249.74,24.97,224.77,112.62,2.8,4.71
O508651,2026-03-16,C10001,P2036,1,0.0,79.57,186.92,Apparel,186.92,0.0,186.92,79.57,4.98,5.96
O508652,2026-02-03,C10819,P2057,2,0.05,24.55,53.8,Beauty,107.6,5.38,102.22,49.1,7.16,2.05
O508653,2025-11-19,C10599,P2011,3,0.05,25.59,43.62,Electronics,130.86,6.54,124.32,76.77,5.67,3.39
O508654,2025-03-18,C10305,P2052,2,0.1,85.13,212.17,Beauty,424.34,42.43,381.91,170.26,5.44,7.29
O508655,2025-12-07,C10764,P2071,1,0.0,72.34,202.22,Beauty,202.22,0.0,202.22,72.34,3.88,5.74
O508656,2026-01-28,C10919,P2077,1,0.1,99.36,190.12,Apparel,190.12,19.01,171.11,99.36,4.06,3.93
O508657,2025-07-31,C10360,P2058,1,0.1,56.31,124.87,Electronics,124.87,12.49,112.38,56.31,2.5,3.33
O508658,2025-08-12,C10974,P2028,1,0.05,49.21,76.08,Beauty,76.08,3.8,72.28,49.21,6.7,1.99
O508659,2026-02-07,C10511,P2017,2,0.15,42.64,69.06,Apparel,138.12,20.72,117.4,85.28,6.64,2.33
O508660,2026-04-17,C10159,P2059,1,0.2,74.58,192.13,Electronics,192.13,38.43,153.7,74.58,6.66,3.16
O508661,2025-06-14,C11104,P2042,1,0.25,21.36,43.17,Sports,43.17,10.79,32.38,21.36,5.47,0.91
O508662,2025-02-06,C10574,P2013,1,0.15,14.91,32.18,Beauty,32.18,4.83,27.35,14.91,7.12,0.63
O508663,2026-03-15,C10349,P2047,2,0.05,23.95,36.37,Sports,72.74,3.64,69.1,47.9,5.29,1.76
O508664,2025-01-28,C10700,P2064,1,0.2,92.82,194.3,Sports,194.3,38.86,155.44,92.82,5.24,3.99
O508665,2025-06-17,C10359,P2019,2,0.2,28.46,61.03,Sports,122.06,24.41,97.65,56.92,2.5,3.0
O508666,2025-03-13,C10818,P2065,2,0.15,74.22,160.54,Electronics,321.08,48.16,272.92,148.44,5.67,7.16
O508667,2025-03-01,C10022,P2064,2,0.0,92.82,194.3,Sports,388.6,0.0,388.6,185.64,4.42,7.22
O508668,2025-11-21,C10705,P2009,1,0.0,89.03,195.13,Home,195.13,0.0,195.13,89.03,5.46,4.38
O508669,2026-06-24,C10810,P2040,2,0.0,46.24,112.16,Electronics,224.32,0.0,224.32,92.48,4.16,5.35
O508670,2026-03-22,C10773,P2020,3,0.0,96.28,147.84,Home,443.52,0.0,443.52,288.84,6.01,9.86
O508671,2025-07-15,C10917,P2030,3,0.1,81.44,160.67,Electronics,482.01,48.2,433.81,244.32,5.2,9.2
O508672,2025-07-21,C11140,P2045,1,0.25,54.87,109.92,Sports,109.92,27.48,82.44,54.87,4.14,1.77
O508673,2025-08-25,C10851,P2020,2,0.1,96.28,147.84,Home,295.68,29.57,266.11,192.56,5.85,5.22
O508674,2026-01-18,C10999,P2071,1,0.0,72.34,202.22,Beauty,202.22,0.0,202.22,72.34,3.38,4.85
O508675,2025-03-10,C10140,P2048,3,0.0,26.01,65.12,Home,195.36,0.0,195.36,78.03,5.37,5.67
O508676,2025-06-28,C10914,P2033,1,0.1,102.58,280.83,Apparel,280.83,28.08,252.75,102.58,5.48,4.82
O508677,2026-06-17,C10816,P2018,2,0.25,23.1,60.58,Apparel,121.16,30.29,90.87,46.2,8.09,2.9
O508678,2025-04-14,C10013,P2013,1,0.0,14.91,32.18,Beauty,32.18,0.0,32.18,14.91,4.19,0.91
O508679,2026-02-20,C10174,P2005,1,0.25,21.42,39.38,Sports,39.38,9.85,29.54,21.42,4.88,0.79
O508680,2026-05-16,C10612,P2049,1,0.25,75.64,173.14,Apparel,173.14,43.28,129.85,75.64,4.39,4.14
O508681,2025-06-09,C10681,P2059,3,0.15,74.58,192.13,Electronics,576.39,86.46,489.93,223.74,3.08,9.79
O508682,2025-10-26,C11148,P2068,2,0.1,54.46,128.05,Home,256.1,25.61,230.49,108.92,6.54,5.27
O508683,2025-07-05,C10436,P2040,1,0.2,46.24,112.16,Electronics,112.16,22.43,89.73,46.24,5.48,2.0
O508684,2025-06-08,C11093,P2042,2,0.1,21.36,43.17,Sports,86.34,8.63,77.71,42.72,5.9,1.65
O508685,2026-06-21,C10560,P2035,2,0.05,33.04,85.13,Beauty,170.26,8.51,161.75,66.08,3.8,5.1
O508686,2026-01-12,C10897,P2077,2,0.0,99.36,190.12,Apparel,380.24,0.0,380.24,198.72,5.44,11.38
O508687,2026-03-08,C10198,P2022,1,0.0,39.69,79.46,Beauty,79.46,0.0,79.46,39.69,4.55,2.42
O508688,2026-01-19,C10834,P2028,2,0.15,49.21,76.08,Beauty,152.16,22.82,129.34,98.42,3.57,2.54
O508689,2026-06-15,C10390,P2069,2,0.2,90.63,175.87,Apparel,351.74,70.35,281.39,181.26,5.12,5.75
O508690,2026-02-01,C10446,P2023,3,0.15,99.43,207.17,Apparel,621.51,93.23,528.28,298.29,5.34,11.44
O508691,2025-01-08,C10200,P2024,2,0.0,38.64,85.56,Electronics,171.12,0.0,171.12,77.28,2.5,5.16
O508692,2025-03-02,C10323,P2031,2,0.0,54.53,117.07,Sports,234.14,0.0,234.14,109.06,5.11,5.51
O508693,2025-04-16,C11058,P2061,3,0.0,92.46,150.56,Sports,451.68,0.0,451.68,277.38,6.56,13.36
O508694,2025-02-24,C10891,P2072,3,0.1,85.85,152.66,Sports,457.98,45.8,412.18,257.55,2.94,9.46
